call_id,timestamp,rrc_event
0,2026-07-01 10:22:11.100,RRC_SETUP_REQUEST
0,2026-07-01 10:22:11.100,RRC_SETUP_COMPLETE
1,2026-07-01 10:55:56.100,RRC_SETUP_REQUEST
1,2026-07-01 10:55:56.100,RRC_SETUP_COMPLETE
1,2026-07-01 10:55:56.100,HO_ATTEMPT
1,2026-07-01 10:55:56.100,HO_SUCCESS
2,2026-07-01 10:16:36.100,RRC_SETUP_REQUEST
2,2026-07-01 10:16:36.100,RRC_SETUP_COMPLETE
2,2026-07-01 10:16:36.100,HO_ATTEMPT
2,2026-07-01 10:16:36.100,HO_SUCCESS
3,2026-07-01 10:03:10.100,RRC_SETUP_REQUEST
3,2026-07-01 10:03:10.100,RRC_SETUP_COMPLETE
4,2026-07-01 10:47:24.100,RRC_SETUP_REQUEST
4,2026-07-01 10:47:24.100,RRC_SETUP_COMPLETE
5,2026-07-01 10:38:06.100,RRC_SETUP_REQUEST
5,2026-07-01 10:38:06.100,RRC_SETUP_COMPLETE
6,2026-07-01 10:47:13.100,RRC_SETUP_REQUEST
6,2026-07-01 10:47:13.100,RRC_SETUP_FAILURE
7,2026-07-01 10:09:16.100,RRC_SETUP_REQUEST
7,2026-07-01 10:09:16.100,RRC_SETUP_COMPLETE
8,2026-07-01 10:09:54.100,RRC_SETUP_REQUEST
8,2026-07-01 10:09:54.100,RRC_SETUP_COMPLETE
9,2026-07-01 10:14:36.100,RRC_SETUP_REQUEST
9,2026-07-01 10:14:36.100,RRC_SETUP_FAILURE
10,2026-07-01 10:29:14.100,RRC_SETUP_REQUEST
10,2026-07-01 10:29:14.100,RRC_SETUP_COMPLETE
10,2026-07-01 10:29:14.100,HO_ATTEMPT
10,2026-07-01 10:29:14.100,HO_SUCCESS
11,2026-07-01 10:24:55.100,RRC_SETUP_REQUEST
11,2026-07-01 10:24:55.100,RRC_SETUP_COMPLETE
12,2026-07-01 10:51:33.100,RRC_SETUP_REQUEST
12,2026-07-01 10:51:33.100,RRC_SETUP_COMPLETE
12,2026-07-01 10:51:33.100,HO_ATTEMPT
12,2026-07-01 10:51:33.100,HO_FAILURE
13,2026-07-01 10:37:14.100,RRC_SETUP_REQUEST
13,2026-07-01 10:37:14.100,RRC_SETUP_COMPLETE
14,2026-07-01 10:30:09.100,RRC_SETUP_REQUEST
14,2026-07-01 10:30:09.100,RRC_SETUP_COMPLETE
15,2026-07-01 10:20:36.100,RRC_SETUP_REQUEST
15,2026-07-01 10:20:36.100,RRC_SETUP_COMPLETE
15,2026-07-01 10:20:36.100,HO_ATTEMPT
15,2026-07-01 10:20:36.100,HO_SUCCESS
16,2026-07-01 10:09:20.100,RRC_SETUP_REQUEST
16,2026-07-01 10:09:20.100,RRC_SETUP_COMPLETE
17,2026-07-01 10:40:45.100,RRC_SETUP_REQUEST
17,2026-07-01 10:40:45.100,RRC_SETUP_COMPLETE
18,2026-07-01 10:32:37.100,RRC_SETUP_REQUEST
18,2026-07-01 10:32:37.100,RRC_SETUP_COMPLETE
18,2026-07-01 10:32:37.100,HO_ATTEMPT
18,2026-07-01 10:32:37.100,HO_FAILURE
19,2026-07-01 10:20:47.100,RRC_SETUP_REQUEST
19,2026-07-01 10:20:47.100,RRC_SETUP_COMPLETE
20,2026-07-01 10:31:30.100,RRC_SETUP_REQUEST
20,2026-07-01 10:31:30.100,RRC_SETUP_COMPLETE
20,2026-07-01 10:31:30.100,HO_ATTEMPT
20,2026-07-01 10:31:30.100,HO_SUCCESS
21,2026-07-01 10:48:50.100,RRC_SETUP_REQUEST
21,2026-07-01 10:48:50.100,RRC_SETUP_COMPLETE
21,2026-07-01 10:48:50.100,HO_ATTEMPT
21,2026-07-01 10:48:50.100,HO_SUCCESS
22,2026-07-01 10:29:18.100,RRC_SETUP_REQUEST
22,2026-07-01 10:29:18.100,RRC_SETUP_COMPLETE
23,2026-07-01 10:00:36.100,RRC_SETUP_REQUEST
23,2026-07-01 10:00:36.100,RRC_SETUP_COMPLETE
24,2026-07-01 10:47:19.100,RRC_SETUP_REQUEST
24,2026-07-01 10:47:19.100,RRC_SETUP_COMPLETE
25,2026-07-01 10:37:41.100,RRC_SETUP_REQUEST
25,2026-07-01 10:37:41.100,RRC_SETUP_COMPLETE
26,2026-07-01 10:16:15.100,RRC_SETUP_REQUEST
26,2026-07-01 10:16:15.100,RRC_SETUP_COMPLETE
27,2026-07-01 10:43:18.100,RRC_SETUP_REQUEST
27,2026-07-01 10:43:18.100,RRC_SETUP_COMPLETE
27,2026-07-01 10:43:18.100,HO_ATTEMPT
27,2026-07-01 10:43:18.100,HO_SUCCESS
28,2026-07-01 10:37:35.100,RRC_SETUP_REQUEST
28,2026-07-01 10:37:35.100,RRC_SETUP_COMPLETE
29,2026-07-01 10:02:08.100,RRC_SETUP_REQUEST
29,2026-07-01 10:02:08.100,RRC_SETUP_COMPLETE
29,2026-07-01 10:02:08.100,HO_ATTEMPT
29,2026-07-01 10:02:08.100,HO_FAILURE
30,2026-07-01 10:12:17.100,RRC_SETUP_REQUEST
30,2026-07-01 10:12:17.100,RRC_SETUP_COMPLETE
31,2026-07-01 10:01:32.100,RRC_SETUP_REQUEST
31,2026-07-01 10:01:32.100,RRC_SETUP_FAILURE
